지점,지점명,일시,기온,강수량,풍속,습도
119,수원,2022-06-16 5:00,17.5,,2.4,92
119,수원,2022-06-16 6:00,17.1,,2.6,92
119,수원,2022-06-16 7:00,17.3,,1.6,91
119,수원,2022-06-16 8:00,17.9,,1.5,89
119,수원,2022-06-16 9:00,18.7,,2,84
119,수원,2022-06-16 10:00,19.6,,1.7,80
119,수원,2022-06-16 11:00,21.8,,1.7,69
119,수원,2022-06-16 12:00,20.9,,2.2,66
119,수원,2022-06-16 13:00,21.9,,2.6,54
119,수원,2022-06-16 14:00,22.9,,1.9,57
119,수원,2022-06-16 15:00,23.8,,3.2,46
119,수원,2022-06-16 16:00,24.4,,2.6,43
119,수원,2022-06-16 17:00,24.3,,2.8,50
119,수원,2022-06-16 18:00,23.7,,2.5,49
119,수원,2022-06-16 19:00,23.4,,1.7,50
119,수원,2022-06-16 20:00,21.4,,1.6,72
119,수원,2022-06-16 21:00,19.5,,0.9,84
119,수원,2022-06-16 22:00,18.9,,0.7,86
119,수원,2022-06-16 23:00,18.1,,0.5,88
119,수원,2022-06-17 0:00,17.5,,0.3,91
119,수원,2022-06-17 1:00,16.7,,0.6,92
119,수원,2022-06-17 2:00,16.4,,0.8,95
119,수원,2022-06-17 3:00,15.9,,0.4,97
119,수원,2022-06-17 4:00,15.7,,0.7,97
119,수원,2022-06-17 5:00,15.7,,0.2,98
119,수원,2022-06-17 6:00,16.9,,0.9,98
119,수원,2022-06-17 7:00,18.8,,0.1,90
119,수원,2022-06-17 8:00,20.2,,1.3,85
119,수원,2022-06-17 9:00,21.3,,1.1,77
119,수원,2022-06-17 10:00,22.3,,1.7,73
119,수원,2022-06-17 11:00,23.6,,2.2,59
119,수원,2022-06-17 12:00,23.9,,2.7,58
119,수원,2022-06-17 13:00,24.4,,2.6,56
119,수원,2022-06-17 14:00,25.2,,2.4,54
119,수원,2022-06-17 15:00,25.4,,2.2,51
119,수원,2022-06-17 16:00,25.8,,1.7,51
119,수원,2022-06-17 17:00,25.5,,1.9,54
119,수원,2022-06-17 18:00,25.4,,2.1,52
119,수원,2022-06-17 19:00,25.2,,0.8,58
119,수원,2022-06-17 20:00,24.7,,1,67
119,수원,2022-06-17 21:00,22.8,,1.5,82
119,수원,2022-06-17 22:00,22.3,,2.1,87
119,수원,2022-06-17 23:00,22,,0.3,88
119,수원,2022-06-18 0:00,21.7,,0.1,90
119,수원,2022-06-18 1:00,21.9,,0.1,90
119,수원,2022-06-18 2:00,21.9,,0.7,91
119,수원,2022-06-18 3:00,21.8,,0.3,89
119,수원,2022-06-18 4:00,21.6,,0.8,90
119,수원,2022-06-18 5:00,21.8,,1.3,90
119,수원,2022-06-18 6:00,21.7,,0.2,90
119,수원,2022-06-18 7:00,22.7,,1.4,87
119,수원,2022-06-18 8:00,23.5,,1.2,82
119,수원,2022-06-18 9:00,23.3,,1.7,82
119,수원,2022-06-18 10:00,25.1,,1.3,64
119,수원,2022-06-18 11:00,24.7,,2.2,59
119,수원,2022-06-18 12:00,24.5,,2.5,63
119,수원,2022-06-18 13:00,24.5,,2,63
119,수원,2022-06-18 14:00,23.7,,3,68
119,수원,2022-06-18 15:00,24.1,,1.4,69
119,수원,2022-06-18 16:00,25.3,,1,63
119,수원,2022-06-18 17:00,25.7,,1.1,59
119,수원,2022-06-18 18:00,25.6,,2.3,60
119,수원,2022-06-18 19:00,24.5,,3.7,58
119,수원,2022-06-18 20:00,22.7,,1.3,81
119,수원,2022-06-18 21:00,22.1,,1.2,86
119,수원,2022-06-18 22:00,22.3,,0.7,85
119,수원,2022-06-18 23:00,21.6,,0.3,88
119,수원,2022-06-19 0:00,22,,0.1,87
119,수원,2022-06-19 1:00,22,,0.2,88
119,수원,2022-06-19 2:00,22.3,,1.5,87
119,수원,2022-06-19 3:00,22,,1.3,89
119,수원,2022-06-19 4:00,22.1,,1.1,89
119,수원,2022-06-19 5:00,21.9,,0.8,91
119,수원,2022-06-19 6:00,22.1,,1.4,90
119,수원,2022-06-19 7:00,22.3,,1.6,89
119,수원,2022-06-19 8:00,22.8,,0.9,86
119,수원,2022-06-19 9:00,23.2,,1.4,84
119,수원,2022-06-19 10:00,23.7,,0.9,76
119,수원,2022-06-19 11:00,24.3,,0.7,67
119,수원,2022-06-19 12:00,24.7,,1.5,63
119,수원,2022-06-19 13:00,24.8,,2,62
119,수원,2022-06-19 14:00,24.7,,1.8,64
119,수원,2022-06-19 15:00,25,,2,63
119,수원,2022-06-19 16:00,25.1,,1.4,63
119,수원,2022-06-19 17:00,25.4,,1.3,63
119,수원,2022-06-19 18:00,25.6,,1.6,62
119,수원,2022-06-19 19:00,25,,1.7,59
119,수원,2022-06-19 20:00,23.7,,1.5,70
119,수원,2022-06-19 21:00,22.8,0,1.9,84
119,수원,2022-06-19 22:00,23,,1,86
119,수원,2022-06-19 23:00,22.2,,1.4,91
119,수원,2022-06-20 0:00,21.6,,1,94
119,수원,2022-06-20 1:00,21.8,,1,95
119,수원,2022-06-20 2:00,21.5,,1.3,97
119,수원,2022-06-20 3:00,21,,0.4,98
119,수원,2022-06-20 4:00,21.5,,0.4,99
119,수원,2022-06-20 5:00,21.5,,0.3,99
119,수원,2022-06-20 6:00,21.9,,0.6,97
119,수원,2022-06-20 7:00,22.9,,0.1,92
119,수원,2022-06-20 8:00,24,,0.5,81
119,수원,2022-06-20 9:00,25.1,,0.7,60
119,수원,2022-06-20 10:00,25.6,,0.7,52
119,수원,2022-06-20 11:00,26.3,,1.5,51
119,수원,2022-06-20 12:00,27.3,,1.4,60
119,수원,2022-06-20 13:00,27.8,,1.7,60
119,수원,2022-06-20 14:00,27.9,,1.9,51
119,수원,2022-06-20 15:00,28.2,,1.6,43
119,수원,2022-06-20 16:00,29.4,,2.1,41
119,수원,2022-06-20 17:00,29,,3.4,43
119,수원,2022-06-20 18:00,28.3,,2.7,45
119,수원,2022-06-20 19:00,27.1,,2.6,50
119,수원,2022-06-20 20:00,24.7,,1.5,65
119,수원,2022-06-20 21:00,23.4,,1.3,84
119,수원,2022-06-20 22:00,22.6,,1.3,88
119,수원,2022-06-20 23:00,21.8,,1.3,92
119,수원,2022-06-21 0:00,21.2,,1.1,96
119,수원,2022-06-21 1:00,20.7,,0.8,97
119,수원,2022-06-21 2:00,20.5,,0.6,99
119,수원,2022-06-21 3:00,20.4,,0.7,100
119,수원,2022-06-21 4:00,20.1,,0.5,100
119,수원,2022-06-21 5:00,19.7,,0.5,100
119,수원,2022-06-21 6:00,19.7,,0.7,100
119,수원,2022-06-21 7:00,21.5,,1.1,100
119,수원,2022-06-21 8:00,23.5,,1.1,81
119,수원,2022-06-21 9:00,25.4,,1.7,77
119,수원,2022-06-21 10:00,27,,2,71
119,수원,2022-06-21 11:00,28.4,,1.9,59
119,수원,2022-06-21 12:00,29.5,,2.1,47
119,수원,2022-06-21 13:00,30.8,,2.4,45
119,수원,2022-06-21 14:00,30.6,,3.5,40
119,수원,2022-06-21 15:00,29.9,,3.9,43
119,수원,2022-06-21 16:00,29.7,,3.9,36
119,수원,2022-06-21 17:00,29.1,,3.2,42
119,수원,2022-06-21 18:00,27.6,,3.3,46
119,수원,2022-06-21 19:00,25.9,,3.2,53
119,수원,2022-06-21 20:00,24.1,,2.7,78
119,수원,2022-06-21 21:00,22.9,,3.1,84
119,수원,2022-06-21 22:00,21.8,,2,90
119,수원,2022-06-21 23:00,21.4,,2.4,91
119,수원,2022-06-22 0:00,21.2,,2.3,92
119,수원,2022-06-22 1:00,21.2,,1.8,93
119,수원,2022-06-22 2:00,21.1,,1,94
119,수원,2022-06-22 3:00,21.1,,1.1,94
119,수원,2022-06-22 4:00,21.1,,0.6,95
119,수원,2022-06-22 5:00,21.5,,0.6,93
119,수원,2022-06-22 6:00,21.9,,1.1,90
119,수원,2022-06-22 7:00,22.3,,1.2,88
119,수원,2022-06-22 8:00,22.6,,1.2,86
119,수원,2022-06-22 9:00,23.4,,1.6,83
119,수원,2022-06-22 10:00,25.7,,1,55
119,수원,2022-06-22 11:00,26.2,,1.3,52
119,수원,2022-06-22 12:00,27,,1.5,50
119,수원,2022-06-22 13:00,28.1,,2.4,48
119,수원,2022-06-22 14:00,28.9,,3.4,43
119,수원,2022-06-22 15:00,29,,2.7,42
119,수원,2022-06-22 16:00,29.7,,2.3,42
119,수원,2022-06-22 17:00,28.2,,3.4,48
119,수원,2022-06-22 18:00,27,,2.8,53
119,수원,2022-06-22 19:00,25.5,,2.7,59
119,수원,2022-06-22 20:00,24.3,,1.6,82
119,수원,2022-06-22 21:00,23.3,,1.4,86
119,수원,2022-06-22 22:00,22.8,,1.3,87
119,수원,2022-06-22 23:00,22.7,,0.4,87
119,수원,2022-06-23 0:00,22.3,,0.1,89
119,수원,2022-06-23 1:00,22.5,,1.4,89
119,수원,2022-06-23 2:00,21.9,,0.8,91
119,수원,2022-06-23 3:00,21.4,,0.8,93
119,수원,2022-06-23 4:00,21.5,,0.1,93
119,수원,2022-06-23 5:00,21.3,,1,94
119,수원,2022-06-23 6:00,21.7,,0.7,94
119,수원,2022-06-23 7:00,22.9,,1.6,90
119,수원,2022-06-23 8:00,24,,1.2,85
119,수원,2022-06-23 9:00,24.7,,2.2,82
119,수원,2022-06-23 10:00,26.5,,2.9,60
119,수원,2022-06-23 11:00,27.2,,2.8,59
119,수원,2022-06-23 12:00,28.3,,3.6,55
119,수원,2022-06-23 13:00,25.1,6.8,3.6,76
119,수원,2022-06-23 14:00,25,6.4,3.2,94
119,수원,2022-06-23 15:00,25.1,2.3,5.2,94
119,수원,2022-06-23 16:00,25.2,4.6,3.7,91
119,수원,2022-06-23 17:00,25,0.5,3.2,93
119,수원,2022-06-23 18:00,24.7,4.1,3.1,96
119,수원,2022-06-23 19:00,24.6,2,3.7,95
119,수원,2022-06-23 20:00,24.1,22.5,5.1,94
119,수원,2022-06-23 21:00,24.2,0.4,3.7,94
119,수원,2022-06-23 22:00,23.9,11.7,3.6,96
119,수원,2022-06-23 23:00,24.1,3.7,3.4,96
119,수원,2022-06-24 0:00,24,0,3.8,97
119,수원,2022-06-24 1:00,23.9,3.6,2.9,99
119,수원,2022-06-24 2:00,23.7,8.1,3.3,100
119,수원,2022-06-24 3:00,22.6,3.6,4.8,100
119,수원,2022-06-24 4:00,21.7,,2.8,100
119,수원,2022-06-24 5:00,20.8,,2.8,100
119,수원,2022-06-24 6:00,19.8,0,2.4,100
119,수원,2022-06-24 7:00,20.2,0.1,2,100
119,수원,2022-06-24 8:00,20.7,,2.9,100
119,수원,2022-06-24 9:00,21.9,,2.2,92
119,수원,2022-06-24 10:00,22.9,,3.3,72
119,수원,2022-06-24 11:00,23.9,,2.9,68
119,수원,2022-06-24 12:00,24.4,,3,66
119,수원,2022-06-24 13:00,25,,2.4,67
119,수원,2022-06-24 14:00,25.3,,3.5,62
119,수원,2022-06-24 15:00,25.8,,4.4,59
119,수원,2022-06-24 16:00,25.6,,3.7,61
119,수원,2022-06-24 17:00,25.5,,3.7,61
119,수원,2022-06-24 18:00,25.5,,4.4,56
119,수원,2022-06-24 19:00,25.2,,3.7,56
119,수원,2022-06-24 20:00,24.6,,3,60
119,수원,2022-06-24 21:00,23.8,,3.9,66
119,수원,2022-06-24 22:00,23.6,,2.6,69
119,수원,2022-06-24 23:00,22.9,,1.8,84
119,수원,2022-06-25 0:00,22.7,,1.6,87
119,수원,2022-06-25 1:00,22.1,,1.7,91
119,수원,2022-06-25 2:00,22,,1.3,91
119,수원,2022-06-25 3:00,22,,2.6,90
119,수원,2022-06-25 4:00,21.6,,1.4,92
119,수원,2022-06-25 5:00,22.1,,1.8,91
119,수원,2022-06-25 6:00,22.3,,1.1,89
119,수원,2022-06-25 7:00,23.2,,2.2,87
119,수원,2022-06-25 8:00,23.6,,1.2,85
119,수원,2022-06-25 9:00,24.5,,2,65
119,수원,2022-06-25 10:00,27.4,,3.1,59
119,수원,2022-06-25 11:00,28.1,,3.2,57
119,수원,2022-06-25 12:00,29.5,,3.3,54
119,수원,2022-06-25 13:00,30.8,,3.4,52
119,수원,2022-06-25 14:00,30.6,,3.4,50
119,수원,2022-06-25 15:00,31.7,,4.1,48
119,수원,2022-06-25 16:00,30.9,,3.9,50
119,수원,2022-06-25 17:00,29.7,,4.3,53
119,수원,2022-06-25 18:00,29.6,,2.7,52
119,수원,2022-06-25 19:00,27.9,,3.5,56
119,수원,2022-06-25 20:00,26.7,,2,63
119,수원,2022-06-25 21:00,26,,0.3,66
119,수원,2022-06-25 22:00,26.6,,1.9,64
119,수원,2022-06-25 23:00,25.9,,1.7,67
119,수원,2022-06-26 0:00,25.7,,2.1,69
119,수원,2022-06-26 1:00,25.2,,1.8,70
119,수원,2022-06-26 2:00,24.8,,3.5,65
119,수원,2022-06-26 3:00,25.1,,1.6,65
119,수원,2022-06-26 4:00,25.5,,3.1,65
119,수원,2022-06-26 5:00,25.3,,2.6,67
119,수원,2022-06-26 6:00,25.2,,2.3,68
119,수원,2022-06-26 7:00,25.4,,1,66
119,수원,2022-06-26 8:00,25.6,,0.6,67
119,수원,2022-06-26 9:00,25.9,,1.8,66
119,수원,2022-06-26 10:00,26.4,,3.5,65
119,수원,2022-06-26 11:00,26.6,,1.9,66
119,수원,2022-06-26 12:00,27.6,,3.6,63
119,수원,2022-06-26 13:00,28.8,,4.9,58
119,수원,2022-06-26 14:00,28.8,,4.3,58
119,수원,2022-06-26 15:00,29.2,,4.4,56
119,수원,2022-06-26 16:00,29.2,,4.4,56
119,수원,2022-06-26 17:00,29.1,,2.9,55
119,수원,2022-06-26 18:00,28.9,,3.2,55
119,수원,2022-06-26 19:00,28.6,,2.4,57
119,수원,2022-06-26 20:00,28.1,,3.5,57
119,수원,2022-06-26 21:00,27.7,,3.9,59
119,수원,2022-06-26 22:00,27.5,,2.2,61
119,수원,2022-06-26 23:00,27.2,,1.1,63
119,수원,2022-06-27 0:00,27.3,,2.1,62
119,수원,2022-06-27 1:00,26.9,0.2,2.5,64
119,수원,2022-06-27 2:00,26.4,0,1.3,66
119,수원,2022-06-27 3:00,25.4,0,0.2,73
119,수원,2022-06-27 4:00,25.4,0.2,1,75
119,수원,2022-06-27 5:00,25.7,,1.5,70
119,수원,2022-06-27 6:00,25.9,0,1.9,69
119,수원,2022-06-27 7:00,26.4,0,1.9,67
119,수원,2022-06-27 8:00,26.9,0,2.3,66
119,수원,2022-06-27 9:00,27.9,0,3.2,61
119,수원,2022-06-27 10:00,28.2,0,3.3,60
119,수원,2022-06-27 11:00,29,0,3.2,56
119,수원,2022-06-27 12:00,29.6,0,3.7,52
119,수원,2022-06-27 13:00,27.4,2.4,2.1,68
119,수원,2022-06-27 14:00,27.9,0.6,1.1,69
119,수원,2022-06-27 15:00,28.9,0,3.8,59
119,수원,2022-06-27 16:00,28.8,0,5.2,56
119,수원,2022-06-27 17:00,28.6,0,5.2,56
119,수원,2022-06-27 18:00,28.6,,5.8,55
119,수원,2022-06-27 19:00,28.6,,5.2,54
119,수원,2022-06-27 20:00,28,,3.3,58
119,수원,2022-06-27 21:00,27.8,,3.3,60
119,수원,2022-06-27 22:00,28.4,,2.8,56
119,수원,2022-06-27 23:00,28.4,,3.5,54
119,수원,2022-06-28 0:00,28.5,,3.4,53
119,수원,2022-06-28 1:00,28.7,,4.7,51
119,수원,2022-06-28 2:00,28.3,,4.5,52
119,수원,2022-06-28 3:00,28.1,,4.5,52
119,수원,2022-06-28 4:00,27.8,,3.8,52
119,수원,2022-06-28 5:00,27.7,,4.6,54
119,수원,2022-06-28 6:00,27.7,,5,55
119,수원,2022-06-28 7:00,28,,6.9,54
119,수원,2022-06-28 8:00,27.9,,5,56
119,수원,2022-06-28 9:00,28.9,,6.7,51
119,수원,2022-06-28 10:00,28.9,,7,52
119,수원,2022-06-28 11:00,28.9,,7.5,52
119,수원,2022-06-28 12:00,29.3,,9.7,49
119,수원,2022-06-28 13:00,29.3,,8.2,50
119,수원,2022-06-28 14:00,28.7,0,7.8,54
119,수원,2022-06-28 15:00,28.3,,5.4,57
119,수원,2022-06-28 16:00,28.3,,6.7,57
119,수원,2022-06-28 17:00,28.4,,5.8,56
119,수원,2022-06-28 18:00,28.7,,6.7,53
119,수원,2022-06-28 19:00,28.8,,7.2,52
119,수원,2022-06-28 20:00,28.4,,5.8,53
119,수원,2022-06-28 21:00,28.1,,3.9,56
119,수원,2022-06-28 22:00,28.1,,2.4,56
119,수원,2022-06-28 23:00,28.6,,4.3,52
119,수원,2022-06-29 0:00,28,0,3.6,54
119,수원,2022-06-29 1:00,26.5,0.2,3,64
119,수원,2022-06-29 2:00,24.8,8.8,3.9,77
119,수원,2022-06-29 3:00,24.5,10.1,4,81
119,수원,2022-06-29 4:00,25.1,2,5.6,78
119,수원,2022-06-29 5:00,25.3,0.3,5.2,77
119,수원,2022-06-29 6:00,25.8,0,5.3,74
119,수원,2022-06-29 7:00,25.7,0,5,73
119,수원,2022-06-29 8:00,25.8,,5.7,74
119,수원,2022-06-29 9:00,25.8,0,5.8,72
119,수원,2022-06-29 10:00,26,0.1,4.9,72
119,수원,2022-06-29 11:00,26.5,0,3.9,71
119,수원,2022-06-29 12:00,25.6,1.4,3.3,79
119,수원,2022-06-29 13:00,25.5,4.8,3.1,80
119,수원,2022-06-29 14:00,27.2,0.5,1.6,74
119,수원,2022-06-29 15:00,26.7,0,2.8,74
119,수원,2022-06-29 16:00,26.9,0.1,4.5,73
119,수원,2022-06-29 17:00,27.5,0,2.5,69
119,수원,2022-06-29 18:00,26.8,0.7,2.9,69
119,수원,2022-06-29 19:00,26.3,0.2,3.1,72
119,수원,2022-06-29 20:00,25,0.7,3.8,77
119,수원,2022-06-29 21:00,24.6,0.4,2.3,80
119,수원,2022-06-29 22:00,25,0.6,2.5,79
119,수원,2022-06-29 23:00,24.8,8.8,3.1,82
119,수원,2022-06-30 0:00,24.7,5.5,2.1,82
119,수원,2022-06-30 1:00,23.7,5,2.3,81
119,수원,2022-06-30 2:00,22.6,2.1,1.6,81
119,수원,2022-06-30 3:00,21.9,16.8,1.6,86
119,수원,2022-06-30 4:00,21.6,21.9,2.4,88
119,수원,2022-06-30 5:00,21.7,9.8,1.6,93
119,수원,2022-06-30 6:00,21.9,16.1,1.3,95
119,수원,2022-06-30 7:00,22,20.3,1.9,95
119,수원,2022-06-30 8:00,22.2,34,1.2,96
119,수원,2022-06-30 9:00,22.4,18.4,1.9,95
119,수원,2022-06-30 10:00,22.1,57.8,3.3,94
119,수원,2022-06-30 11:00,23,6.1,2.8,94
119,수원,2022-06-30 12:00,23.3,0.5,2.1,91
119,수원,2022-06-30 13:00,24.8,0.1,1.5,82
119,수원,2022-06-30 14:00,26.3,0,1.5,90
119,수원,2022-06-30 15:00,25.7,9.4,1.9,96
119,수원,2022-06-30 16:00,27.3,1,2.2,85
119,수원,2022-06-30 17:00,25.5,6.3,2.8,97
119,수원,2022-06-30 18:00,24.8,48.9,1.9,100
119,수원,2022-06-30 19:00,25.4,10.5,0.6,99
119,수원,2022-06-30 20:00,25.8,,1.3,91
119,수원,2022-06-30 21:00,25.8,,1.9,90
119,수원,2022-06-30 22:00,25.8,,1.9,87
119,수원,2022-06-30 23:00,25.6,,1.2,86
119,수원,2022-09-01 1:00,19.1,,0.1,100
119,수원,2022-09-01 2:00,18.7,,0.3,100
119,수원,2022-09-01 3:00,18.6,,0.7,100
119,수원,2022-09-01 4:00,17.9,,0.5,100
119,수원,2022-09-01 5:00,17.8,,0.9,100
119,수원,2022-09-01 6:00,17.8,,0.3,100
119,수원,2022-09-01 7:00,18.6,,0.2,100
119,수원,2022-09-01 8:00,21.4,,0.5,89
119,수원,2022-09-01 9:00,23.4,,0.7,74
119,수원,2022-09-01 10:00,25.1,,1.3,65
119,수원,2022-09-01 11:00,26,,3.1,61
119,수원,2022-09-01 12:00,26.7,,2.5,58
119,수원,2022-09-01 13:00,27.8,,1.3,56
119,수원,2022-09-01 14:00,29.3,,1.3,49
119,수원,2022-09-01 15:00,29.7,,2.3,39
119,수원,2022-09-01 16:00,30,,0.7,45
119,수원,2022-09-01 17:00,28.8,,2.9,55
119,수원,2022-09-01 18:00,27.9,,1.7,64
119,수원,2022-09-01 19:00,25.4,,1.2,78
119,수원,2022-09-01 20:00,24.3,,1.4,83
119,수원,2022-09-01 21:00,23.1,,1.1,87
119,수원,2022-09-01 22:00,22.8,,0.9,90
119,수원,2022-09-01 23:00,22,,0.4,93
119,수원,2022-09-02 0:00,22.4,,0.9,93
119,수원,2022-09-02 1:00,21.3,,0,96
119,수원,2022-09-02 2:00,21.6,,0.8,98
119,수원,2022-09-02 3:00,20.8,,0.5,98
119,수원,2022-09-02 4:00,21.5,,1.6,94
119,수원,2022-09-02 5:00,20.5,,1,94
119,수원,2022-09-02 6:00,20.5,,0.3,92
119,수원,2022-09-02 7:00,21.8,,0.8,89
119,수원,2022-09-02 8:00,22.6,,1.8,79
119,수원,2022-09-02 9:00,24,,3.3,67
119,수원,2022-09-02 10:00,25.5,,4.8,55
119,수원,2022-09-02 11:00,27,,3.9,51
119,수원,2022-09-02 12:00,26.7,,4.6,49
119,수원,2022-09-02 13:00,28.2,,5.1,46
119,수원,2022-09-02 14:00,28.5,,4.4,46
119,수원,2022-09-02 15:00,28.6,,4,47
119,수원,2022-09-02 16:00,29.1,,2.5,47
119,수원,2022-09-02 17:00,28.6,,2.9,48
119,수원,2022-09-02 18:00,27.8,,3.3,51
119,수원,2022-09-02 19:00,26.8,,2.7,53
119,수원,2022-09-02 20:00,26.1,,2.7,56
119,수원,2022-09-02 21:00,25.4,,3.2,59
119,수원,2022-09-02 22:00,24.5,,3.3,59
119,수원,2022-09-02 23:00,23.9,,2.5,57
119,수원,2022-09-03 0:00,22.7,,2.3,61
119,수원,2022-09-03 1:00,22.8,,1.8,60
119,수원,2022-09-03 2:00,21.9,,1.7,63
119,수원,2022-09-03 3:00,22.2,,3,61
119,수원,2022-09-03 4:00,21.3,,1.1,65
119,수원,2022-09-03 5:00,21.1,,0.9,67
119,수원,2022-09-03 6:00,20.6,,0.6,69
119,수원,2022-09-03 7:00,22.2,,2.3,60
119,수원,2022-09-03 8:00,22.4,,2.9,60
119,수원,2022-09-03 9:00,23,,2.6,59
119,수원,2022-09-03 10:00,25.3,,3.8,55
119,수원,2022-09-03 11:00,26.6,,5,52
119,수원,2022-09-03 12:00,26.5,,4.9,54
119,수원,2022-09-03 13:00,27.7,,5,54
119,수원,2022-09-03 14:00,28.1,,4.2,55
119,수원,2022-09-03 15:00,28,,4.3,55
119,수원,2022-09-03 16:00,27.6,,3.6,56
119,수원,2022-09-03 17:00,27.2,,4,58
119,수원,2022-09-03 18:00,26.7,,4.1,58
119,수원,2022-09-03 19:00,25.8,,4.1,60
119,수원,2022-09-03 20:00,25.2,,3.8,63
119,수원,2022-09-03 21:00,24.3,,3.4,65
119,수원,2022-09-03 22:00,23.7,,4.4,67
119,수원,2022-09-03 23:00,23.3,,3.7,68
119,수원,2022-09-04 0:00,22.9,,3.3,67
119,수원,2022-09-04 1:00,22.8,,3.8,67
119,수원,2022-09-04 2:00,22.8,,3.2,66
119,수원,2022-09-04 3:00,22.4,,3,67
119,수원,2022-09-04 4:00,22.5,,3.8,67
119,수원,2022-09-04 5:00,22.1,0,2.9,73
119,수원,2022-09-04 6:00,22.3,0,3.6,71
119,수원,2022-09-04 7:00,22.4,,4.1,72
119,수원,2022-09-04 8:00,21.9,0,4.1,78
119,수원,2022-09-04 9:00,21.6,0.4,2.8,87
119,수원,2022-09-04 10:00,21.8,0.3,3,90
119,수원,2022-09-04 11:00,22.3,0.2,3.8,88
119,수원,2022-09-04 12:00,23.4,0,3.3,85
119,수원,2022-09-04 13:00,23.5,0.5,1.2,90
119,수원,2022-09-04 14:00,24.1,0,3,88
119,수원,2022-09-04 15:00,24.9,0.1,2.2,87
119,수원,2022-09-04 16:00,25.9,,2.1,83
119,수원,2022-09-04 17:00,26.3,,2.9,81
119,수원,2022-09-04 18:00,25.7,,1.6,86
119,수원,2022-09-04 19:00,24.4,1.5,1.2,93
119,수원,2022-09-04 20:00,24.2,7.8,1.3,99
119,수원,2022-09-04 21:00,24.1,1.4,1.6,97
119,수원,2022-09-04 22:00,23.2,3.5,2.3,99
119,수원,2022-09-04 23:00,22.8,2.7,1.4,100
119,수원,2022-09-05 0:00,22.9,0.3,0.6,99
119,수원,2022-09-05 1:00,22.7,,0.1,100
119,수원,2022-09-05 2:00,22.5,0.4,1.2,100
119,수원,2022-09-05 3:00,22.3,0.6,1.1,100
119,수원,2022-09-05 4:00,22.1,0,1.2,100
119,수원,2022-09-05 5:00,21.6,0.6,1,98
119,수원,2022-09-05 6:00,21.1,2,1.5,100
119,수원,2022-09-05 7:00,21.2,1.8,0.9,100
119,수원,2022-09-05 8:00,21.1,1.5,1.8,99
119,수원,2022-09-05 9:00,20.8,3.4,1.1,99
119,수원,2022-09-05 10:00,20.3,9.3,2.1,100
119,수원,2022-09-05 11:00,20.1,5.4,0.5,100
119,수원,2022-09-05 12:00,19.9,9.1,1.2,100
119,수원,2022-09-05 13:00,20.1,5.3,0.5,100
119,수원,2022-09-05 14:00,19.5,5.4,3.6,98
119,수원,2022-09-05 15:00,19.3,9.9,1.8,99
119,수원,2022-09-05 16:00,19,6.4,2.1,95
119,수원,2022-09-05 17:00,18.8,7.8,2.5,95
119,수원,2022-09-05 18:00,18.7,7.7,2.9,93
119,수원,2022-09-05 19:00,18.6,11.4,4.6,92
119,수원,2022-09-05 20:00,18.3,8.4,3.5,94
119,수원,2022-09-05 21:00,18.2,7.7,4.1,94
119,수원,2022-09-05 22:00,18.3,7.2,3.3,93
119,수원,2022-09-05 23:00,18.3,5.2,2.6,93
119,수원,2022-09-06 0:00,18.5,3.9,3.6,91
119,수원,2022-09-06 1:00,18.1,6.8,3.8,92
119,수원,2022-09-06 2:00,17.8,10.1,3.8,92
119,수원,2022-09-06 3:00,18,9.6,3.9,91
119,수원,2022-09-06 4:00,17.7,2.4,3.7,94
119,수원,2022-09-06 5:00,17.7,3.8,2.1,96
119,수원,2022-09-06 6:00,17.9,6.3,0.8,99
119,수원,2022-09-06 7:00,18.3,0.3,4.1,95
119,수원,2022-09-06 8:00,17.9,,3.1,97
119,수원,2022-09-06 9:00,18.6,0,3.5,89
119,수원,2022-09-06 10:00,21,,3.7,78
119,수원,2022-09-06 11:00,22.7,,4,71
119,수원,2022-09-06 12:00,24,,3.6,65
119,수원,2022-09-06 13:00,25.1,,5.2,59
119,수원,2022-09-06 14:00,25.6,,4.6,58
119,수원,2022-09-06 15:00,25.3,,4.7,62
119,수원,2022-09-06 16:00,25.1,,5.2,65
119,수원,2022-09-06 17:00,25.2,,3.8,64
119,수원,2022-09-06 18:00,24.2,,4.2,65
119,수원,2022-09-06 19:00,22.7,,3.3,70
119,수원,2022-09-06 20:00,21.1,,1.4,79
119,수원,2022-09-06 21:00,19.8,,1.1,86
119,수원,2022-09-06 22:00,19.7,,1.2,88
119,수원,2022-09-06 23:00,19.5,,1.2,93
119,수원,2022-09-07 0:00,19.2,,0.3,96
119,수원,2022-09-07 1:00,18.8,,0.6,98
119,수원,2022-09-07 2:00,18.1,,0.7,99
119,수원,2022-09-07 3:00,17.9,,0.9,99
119,수원,2022-09-07 4:00,17.9,,1.3,100
119,수원,2022-09-07 5:00,17.9,,1,100
119,수원,2022-09-07 6:00,18.2,,0.9,100
119,수원,2022-09-07 7:00,18.5,,1.2,100
119,수원,2022-09-07 8:00,19,,0.8,100
119,수원,2022-09-07 9:00,19.1,,1.8,100
119,수원,2022-09-07 10:00,22.7,,1,83
119,수원,2022-09-07 11:00,24.8,,1.7,51
119,수원,2022-09-07 12:00,26.2,,2.1,37
119,수원,2022-09-07 13:00,26.9,,2.7,35
