지점,지점명,일시,기온,강수량,풍속,습도
119,수원,2023-09-27 1:00,20.4,1.7,1.6,98
119,수원,2023-09-27 2:00,20.4,0.8,1.3,98
119,수원,2023-09-27 3:00,20.3,1.1,1.7,98
119,수원,2023-09-27 4:00,20.3,0.6,0.7,98
119,수원,2023-09-27 5:00,20.3,0.8,0.5,98
119,수원,2023-09-27 6:00,20.2,2.6,1.2,99
119,수원,2023-09-27 7:00,20,0.4,1.5,99
119,수원,2023-09-27 8:00,20.2,0.4,1.6,99
119,수원,2023-09-27 9:00,21,0.1,1.8,95
119,수원,2023-09-27 10:00,21.4,0,2,96
119,수원,2023-09-27 11:00,21.4,0,2,94
119,수원,2023-09-27 12:00,21.8,0,2.3,93
119,수원,2023-09-27 13:00,22.9,,2.7,86
119,수원,2023-09-27 14:00,23.4,,1.9,81
119,수원,2023-09-27 15:00,22.7,,2.7,86
119,수원,2023-09-27 16:00,22,,1.8,85
119,수원,2023-09-27 17:00,21.9,,2.1,86
119,수원,2023-09-27 18:00,21.8,,1.8,86
119,수원,2023-09-27 19:00,21.5,,2,87
119,수원,2023-09-27 20:00,21.1,,1.2,89
119,수원,2023-09-27 21:00,20.8,,1.4,90
119,수원,2023-09-27 22:00,20.8,,0.5,90
119,수원,2023-09-27 23:00,20.7,,1,90
119,수원,2023-09-28 0:00,20.2,,0.9,93
119,수원,2023-09-28 1:00,19.9,,0.3,94
119,수원,2023-09-28 2:00,20.3,,1.6,94
119,수원,2023-09-28 3:00,20.2,,0.8,94
119,수원,2023-09-28 4:00,20.1,,0.7,95
119,수원,2023-09-28 5:00,19.6,,1.3,92
119,수원,2023-09-28 6:00,18.8,,0.8,92
119,수원,2023-09-28 7:00,18.6,,0.4,96
119,수원,2023-09-28 8:00,19.7,,0.4,94
119,수원,2023-09-28 9:00,22,,0.8,83
119,수원,2023-09-28 10:00,23.2,,2,74
119,수원,2023-09-28 11:00,23.9,,2,72
119,수원,2023-09-28 12:00,24.6,,2.8,69
119,수원,2023-09-28 13:00,26.2,,2.9,63
119,수원,2023-09-28 14:00,26,,3.4,59
119,수원,2023-09-28 15:00,26.2,,3.2,59
119,수원,2023-09-28 16:00,25.3,,3.3,63
119,수원,2023-09-28 17:00,24.7,,2.6,67
119,수원,2023-09-28 18:00,23,,1.9,73
119,수원,2023-09-28 19:00,21.3,,2.6,84
119,수원,2023-09-28 20:00,20.7,,2.8,90
119,수원,2023-09-28 21:00,20.2,,1.7,92
119,수원,2023-09-28 22:00,20.1,,1.1,92
119,수원,2023-09-28 23:00,19.7,,0.6,93
119,수원,2023-09-29 0:00,19,,0.8,95
119,수원,2023-09-29 1:00,18.8,,0.1,96
119,수원,2023-09-29 2:00,18.7,,1.2,99
119,수원,2023-09-29 3:00,18.9,,0.5,99
119,수원,2023-09-29 4:00,18.5,,0.7,98
119,수원,2023-09-29 5:00,18.6,,1.1,98
119,수원,2023-09-29 6:00,18.1,,1.2,98
119,수원,2023-09-29 7:00,17.9,,1.1,99
119,수원,2023-09-29 8:00,18.3,,0.5,99
119,수원,2023-09-29 9:00,19.2,,0.5,96
119,수원,2023-09-29 10:00,20.1,,1.1,87
119,수원,2023-09-29 11:00,21.6,,0.5,72
119,수원,2023-09-29 12:00,23.4,,1.5,55
119,수원,2023-09-29 13:00,25,,1.2,40
119,수원,2023-09-29 14:00,25.7,,1.6,45
119,수원,2023-09-29 15:00,25.9,,1.8,40
119,수원,2023-09-29 16:00,26.2,,2.4,35
119,수원,2023-09-29 17:00,24.3,,2.9,48
119,수원,2023-09-29 18:00,22.1,,2.1,61
119,수원,2023-09-29 19:00,20.7,,1.9,68
119,수원,2023-09-29 20:00,19.3,,0.3,74
119,수원,2023-09-29 21:00,18.7,,0.1,79
119,수원,2023-09-29 22:00,18.5,,0,82
119,수원,2023-09-29 23:00,18.3,,0.2,83
119,수원,2023-09-30 0:00,17.9,,0.2,86
119,수원,2023-09-30 1:00,17.7,0,0.2,90
119,수원,2023-09-30 2:00,17.4,0.1,0,90
119,수원,2023-09-30 3:00,17.7,0.4,1.7,94
